HARPNUM,NOAA,Number,Class,Peak,Time,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,Class Value
377,11158,22,2011.02.14 01:56,2.29E+22,103.723,0.01958899,14129.66,56.345,3015.888,74.86,0.04121538,60.431,111.241,0.10676716,5.41E+13,1.20E+13,7.14E+23,51.393,945.314636,4.805,745.381,1
401,11166,2,2011.03.06 14:30,2.35E+22,90.899,-0.00173849,9597.931,45.475,1744.633,54.893,-0.00405663,51.832,95.061,0.13252671,3.94E+13,5.05E+12,4.86E+23,44.73,961.502686,4.303,66.343,1
393,11164,3.7,2011.03.06 20:12,6.35E+22,89.238,0.00668007,8901.316,28.829,4435.788,47.789,0.01490614,41.47,97.15,-0.07817341,8.58E+13,3.42E+13,1.10E+24,36.08,1934.446167,4.842,619.857,1
637,11226,2.5,2011.06.06 06:41,2.65E+22,104.938,0.0076348,3160.181,14.941,1671.507,45.459,0.02924855,35.535,105.271,0.01902856,3.91E+13,1.93E+13,2.00E+23,29.753,970.551636,3.967,364.119,1
750,11261,6,2011.08.02 13:48,2.17E+22,105.247,0.02639428,9839.566,42.92,2712.405,68.542,0.07782652,53.33,108.889,0.29631871,5.15E+13,4.45E+13,5.37E+23,43.722,1259.099854,4.777,1084.488,1
750,11261,9.3,2011.08.03 03:57,2.43E+22,105.932,0.0275447,10063.23,43.027,3023.166,66.698,0.07529958,52.101,112.247,-0.00369478,5.43E+13,4.42E+13,5.73E+23,43.566,1285.486938,4.73,1180.703,1
833,11283,18,2011.09.06 22:38,1.74E+22,109.394,0.01196969,8427.838,36.942,1774.993,65.817,0.03531263,50.27,111.56,0.14321876,3.54E+13,2.09E+13,3.48E+23,39.866,1212.428345,4.334,372.198,1
1321,11402,8.7,2012.01.22 03:59,6.58E+22,109.309,-0.00791825,6854.739,32.847,5262.69,58.344,-0.02190245,45.775,111.572,-0.01852124,1.19E+14,2.11E+13,1.01E+24,38.284,3152.664062,4.672,881.484,1
1449,11429,11,2012.03.04 04:05,3.87E+22,57.365,-0.01863864,13609.83,43.887,2350.838,40.023,-0.03136818,50.654,70.847,0.02771197,3.68E+13,3.45E+13,9.13E+23,44.916,1150.173218,4.4,941.923,1
1449,11429,54,2012.03.06 00:24,5.48E+22,87.202,-0.02964434,16724.31,46.041,5246.065,57.959,-0.0487862,51.546,102.845,-0.04081424,8.43E+13,7.89E+13,1.62E+24,46.137,1720.481201,5.152,2164.244,1
1449,11430,13,2012.03.06 01:14,5.51E+22,87.792,-0.03019862,16792.83,46.638,5332.214,58.609,-0.04897708,51.622,104.188,-0.02142969,8.52E+13,8.03E+13,1.62E+24,46.39,1736.178833,5.153,2196.557,1
1449,11429,6.3,2012.03.08 03:53,5.87E+22,92.133,-0.02677674,14350.39,52.94,5867.047,62.16,-0.05534331,55.009,101.553,-0.09868766,1.08E+14,9.22E+13,1.71E+24,48.602,2318.047119,5.19,2406.533,1
1449,11429,8.4,2012.03.09 17:44,5.25E+22,99.96,-0.02358813,11482.63,45.634,4754.836,60.577,-0.05317972,51.367,105.098,0.03697718,9.56E+13,8.21E+13,1.26E+24,44.41,2390.994141,4.975,1954.914,1
1449,11429,7.9,2012.03.12 17:41,6.07E+22,81.056,-0.0123473,7430.104,25.773,3394.77,40.316,-0.03164326,40.368,86.336,-0.07008495,7.05E+13,5.71E+13,9.36E+23,33.634,1830.724365,4.643,1171.438,1
1638,11476,5.1,2012.05.16 01:47,5.10E+22,68.551,-0.00220761,5430.528,18.522,2317.18,32.657,-0.00658557,36.22,72.251,-0.05407677,5.15E+13,1.24E+13,6.12E+23,29.72,1108.447754,4.126,187.357,1
1750,11504,1.2,2012.06.12 13:17,3.39E+22,93.818,0.00756093,8997.601,44.83,2796.656,59.791,0.01873515,52.231,99.265,-0.10393157,6.55E+13,1.67E+13,6.88E+23,45.096,1325.51001,4.775,435.177,1
1807,11515,11,2012.07.05 23:08,6.19E+22,105.052,-0.01686265,12680.79,36.613,6995.201,65.529,-0.03214138,47.59,117.448,-0.1576824,1.19E+14,4.77E+13,1.50E+24,40.771,2217.558594,5.18,1504.249,1
1834,11520,14,2012.07.11 16:49,9.19E+22,92.174,0.00805211,10334.79,45.958,7258.462,54.996,0.02181499,53.499,94.197,0.20016149,1.62E+14,6.02E+13,2.32E+24,45.902,4573.26416,5.073,1363.182,1
1834,11520,1.8,2012.07.16 17:15,1.28E+23,71.974,0.00418683,7096.356,23.781,6546.776,36.11,0.01025933,39.042,77.26,-0.05500709,1.27E+14,4.35E+13,1.81E+24,32.232,3263.618164,4.95,804.722,1
1879,11532,6.2,2012.07.27 20:56,8.94E+22,85.511,-0.00132502,5469.472,19.531,4993.681,40.356,-0.00351324,37.116,88.363,0.00757841,1.02E+14,4.55E+12,9.95E+23,30.771,2705.156982,4.618,181.428,1
2220,11618,3.5,2012.11.20 15:30,1.77E+22,106.042,-0.00944841,6152.669,41.342,2232.011,70.015,-0.03229433,54.297,107.753,0.21555167,4.77E+13,1.25E+13,2.96E+23,43.928,919.80542,4.641,342.268,1
2635,11719,6.5,2013.04.10 07:16,2.02E+22,107.637,-0.00907675,6069.15,32.775,1718.924,59.597,-0.02663163,46.286,106.506,0.28839058,3.90E+13,1.28E+13,2.88E+23,38.686,1129.59021,4.184,324.376,1
2739,11745,5,2013.05.21 13:38,3.02E+22,83.213,-0.00226805,2550.279,9.834,1282.318,31.607,-0.00833316,29.334,85.078,-0.08184455,3.11E+13,4.76E+12,1.72E+23,24.387,672.540771,3.433,115.262,1
3291,11875,4.3,2013.10.21 21:20,2.90E+22,101.086,-0.00650148,6388.241,37.75,2906.345,59.742,-0.02390117,50.408,104.405,0.21471544,6.83E+13,8.37E+12,5.00E+23,41.803,1548.595093,4.755,383.093,1
3295,11877,9.3,2013.10.23 00:30,3.99E+22,92.911,0.00746765,9278.189,36.86,2713.391,48.639,0.0189565,47.583,94.926,0.12841301,6.27E+13,2.31E+13,8.51E+23,40.878,1520.805054,4.511,515.485,1
3291,11875,10,2013.10.27 02:03,5.52E+22,90.433,-0.00992908,9411.309,31.604,3880.761,49.396,-0.02241344,43.794,97.486,0.06287481,8.07E+13,4.09E+13,1.05E+24,38.156,1930.773193,4.591,837.915,1
3291,11875,5.1,2013.10.27 04:41,5.84E+22,87.688,-0.00873582,8893.033,29.548,3813.344,46.153,-0.02046623,43.034,93.975,0.11667063,7.91E+13,4.11E+13,1.07E+24,37.049,1926.72876,4.577,793.029,1
3341,11890,11,2013.11.07 04:26,5.08E+22,100.461,0.00735114,11257.17,44.537,4926.256,62.767,0.01712547,51.718,105.284,0.0153019,9.85E+13,1.71E+13,1.22E+24,44.382,2366.622314,4.863,601.433,1
3341,11890,11,2013.11.09 05:14,3.81E+22,102.817,0.00829932,9712.337,44.334,3720.508,63.06,0.0212638,53.4,105.951,0.22025113,8.03E+13,1.21E+13,8.68E+23,44.521,2177.477295,4.598,558.785,1
3364,11893,10,2013.11.18 10:26,5.55E+22,83.862,0.00731047,6710.024,23.651,3441.191,43.516,0.01691148,39.024,92.58,-0.12711509,6.55E+13,2.44E+13,7.20E+23,32.797,1504.702637,4.803,590.298,1
3563,11944,12,2014.01.06 18:32,9.45E+22,88.688,0.01251759,13878.5,50.442,7869.667,55.689,0.02765618,55.398,91.322,0.15762906,1.73E+14,6.97E+13,3.00E+24,48.356,4566.675293,4.998,2036.887,1
3721,11974,1.7,2014.02.10 03:31,1.90E+22,112.222,0.00305002,7742.188,34.747,1735.345,65.63,0.00772371,49.065,112.411,0.12647933,3.51E+13,3.72E+12,3.22E+23,39.166,1084.857788,4.178,95.389,1
3894,12017,10,2014.03.28 17:48,1.15E+22,126.345,0.01271649,7356.699,29.798,1181.389,71.478,0.03146107,46.364,130.18,0.26780155,2.35E+13,1.10E+13,1.76E+23,36.277,821.931335,4.407,229.723,1
3941,12027,6.5,2014.04.01 14:05,1.78E+22,73.203,-0.00695545,8013.122,21.764,910.132,34.735,-0.01788919,37.233,73.493,-0.07129015,1.71E+13,3.61E+12,2.84E+23,32.075,453.917938,0,185.731,1
3999,12036,7.3,2014.04.17 13:03,2.92E+22,99.791,0.00325833,9813.272,48.57,2495.747,64.769,0.00802694,55.406,102.355,0.10946603,5.28E+13,2.89E+12,6.50E+23,46.568,1534.237549,4.402,162.428,1
4000,12035,13,2014.04.24 00:27,3.70E+22,76.789,0.00317375,3689.466,13.513,1733.588,33.589,0.01039741,32.857,83.531,-0.05750597,3.43E+13,3.70E+12,2.92E+23,25.632,1410.516724,4.633,189.317,1
4071,12051,1.8,2014.05.05 09:03,4.28E+22,83.686,-0.00542484,7117.52,22.702,2676.917,42.738,-0.01202296,37.27,91.213,-0.23167101,4.55E+13,8.73E+12,5.52E+23,31.048,1175.049316,4.57,316.561,1
4197,12085,3.1,2014.06.11 22:16,7.75E+22,92.68,0.00308389,9969.851,34.261,5121.67,51.516,0.00634874,45.373,98.381,-0.16185781,1.05E+14,1.01E+13,1.49E+24,39.128,3039.433838,4.757,346.33,1
4294,12106,1.4,2014.06.30 11:23,3.60E+22,76.572,0.00153216,1831.877,3.839,1632.282,33.126,0.00497754,26.193,77.936,-0.0589234,3.29E+13,2.25E+12,1.33E+23,21.2,535.735718,3.916,83.614,1
4698,12192,4,2014.10.23 07:48,1.36E+23,93.43,-0.00275257,19751.25,53.153,11078.554,60.1,-0.00507789,54.997,103.843,0.12284084,2.14E+14,1.27E+13,5.21E+24,49.126,6830.160156,5.331,546.421,1
4781,12205,2,2014.11.06 04:25,4.76E+22,90.7,0.02568727,7232.147,19.835,4235.187,48.432,0.05631237,36.616,101.087,0.00079671,6.57E+13,5.48E+13,6.20E+23,30.809,1334.581055,4.808,1658.139,1
4781,12205,16,2014.11.06 17:26,4.71E+22,92.174,0.02097155,6418.685,22.757,4016.138,47.83,0.05759615,38.426,99.792,0.01841382,7.20E+13,5.23E+13,6.25E+23,33.076,1404.910034,4.815,1538.431,1
4817,12209,3.7,2014.11.14 20:46,1.11E+23,80.634,0.00236184,9019.263,21.376,5932.746,36.951,0.00501151,36.305,87.934,0.07281394,1.07E+14,1.68E+13,1.79E+24,31.229,3399.685059,4.94,353.811,1
4941,12241,1.1,2014.12.16 01:50,2.11E+22,104.28,0.01318199,7653.133,33.314,1677.986,59.808,0.02929953,45.65,110.604,0.04811292,3.27E+13,1.44E+13,3.16E+23,38.388,723.214417,4.614,409.42,1
4920,12242,8.7,2014.12.16 04:51,6.01E+22,109.359,0.00927974,9663.436,34.32,5413.452,61.238,0.02289035,47.119,114.424,0.5693655,1.09E+14,3.61E+13,1.23E+24,38.911,4560.821289,5.001,889.491,1
4920,12242,18,2014.12.19 00:24,9.79E+22,104.32,0.00771009,8724.559,29.926,7527.092,54.694,0.01997054,42.605,109.584,0.19874957,1.53E+14,5.61E+13,1.77E+24,36.428,4591.686523,5.169,1176.212,1
5026,12257,5.6,2015.01.12 04:24,3.04E+22,80.184,-0.00135032,8487.572,30.289,1978.587,47.322,-0.00293545,42.875,86.933,-0.07118814,3.55E+13,6.01E+12,4.89E+23,36.895,830.961426,4.267,58.63,1
5298,12297,5.8,2015.03.08 23:53,3.25E+22,90.629,0.0192042,6998.3,22.925,2226.28,44.025,0.04480061,38.372,97.112,-0.17215258,4.00E+13,3.87E+13,4.40E+23,32.988,940.077209,4.502,909.146,1
5298,12297,5.1,2015.03.09 03:24,3.23E+22,90.272,0.02065945,7287.256,24.492,2280.8,44.864,0.04989633,39.365,96.148,-0.09316363,4.12E+13,3.95E+13,4.68E+23,34.058,957.782043,4.505,998.265,1
5298,12297,22,2015.03.10 16:22,2.67E+22,101.103,0.03828346,9854.149,33.951,3028.825,56.84,0.09529437,46.022,106.157,0.15815945,5.18E+13,5.87E+13,5.74E+23,39.706,1218.618408,4.863,1678.883,1
5298,12297,1,2015.03.16 23:34,3.59E+22,89.515,0.01872587,7743.12,19.19,2750.498,41.75,0.04727825,35.426,94.062,0.09862386,4.49E+13,3.14E+13,5.65E+23,29.951,1026.390137,4.482,1029.005,1
5692,12371,3,2015.06.17 17:36,4.93E+22,74.531,-0.00547031,11476.38,38.433,3126.947,45.86,-0.01007191,47.315,81.832,0.05587631,5.42E+13,1.89E+13,1.03E+24,40.629,1509.345215,4.619,370.132,1
5692,12371,2,2015.06.20 01:42,4.99E+22,79.764,-0.01186295,17768.23,57.097,3774.024,55.205,-0.02062187,56.684,88.838,-0.00521457,7.28E+13,3.22E+13,1.69E+24,50.666,1855.264648,4.933,850.598,1
5692,12371,2.6,2015.06.20 02:36,5.01E+22,79.442,-0.01105787,17702.28,57.464,3866.555,55.125,-0.01934268,56.835,88.759,-0.01320978,7.41E+13,3.16E+13,1.70E+24,50.868,1849.319458,4.941,801.508,1
5692,12371,6.5,2015.06.21 18:23,4.16E+22,82.887,-0.01718576,20521.81,62.847,3377.469,59.945,-0.0290586,60.668,90.405,-0.1933084,6.51E+13,3.69E+13,1.65E+24,53.971,1801.705322,4.753,1043.416,1
5692,12371,7.9,2015.06.24 08:16,4.16E+22,90.713,-0.00872044,13462.55,48.526,3049.16,54.437,-0.01752003,53.031,96.946,-0.1010584,6.24E+13,1.62E+13,1.15E+24,46.591,1754.862671,4.776,559.582,1
8,11069,1.2,2010.05.04 17:19,4.45E+21,135.195,-0.04832249,9042.597,16.629,578.638,80.932,-0.07553489,37.238,156.727,-0.58707803,7.66E+12,8.94E+12,5.89E+22,29.87,171.006271,4.072,237.118,0
49,11079,1,2010.06.12 05:39,1.49E+21,126.492,-0.00718197,5160.053,0.867,108.345,55.345,-0.00801632,24.466,132.485,-1.20177364,1.21E+12,8.28E+11,8.70E+21,18.178,48.475544,3.192,9.114,0
115,11093,1,2010.08.06 18:24,1.18E+22,91.151,-0.01023015,10387.6,24.226,692.913,42.381,-0.01814705,37.119,93.933,-0.10954364,1.05E+13,1.34E+12,2.03E+23,31.859,470.634491,3.818,150.332,0
211,11112,2.9,2010.10.15 19:12,7.08E+21,138.784,0.00260818,4582.969,9.572,568.726,69.917,0.00590971,34.312,143.935,1.40421236,9.58E+12,6.70E+12,5.56E+22,25.423,703.612671,3.707,23.81,0
345,11149,1.3,2011.01.27 01:03,1.97E+22,57.665,0.0044152,6456.933,25.006,923.627,31.214,0.01203929,42.143,64.09,-0.27959716,1.69E+13,8.40E+12,2.70E+23,30.612,515.142334,4.015,139.057,0
362,11153,1.9,2011.02.08 01:31,1.10E+22,79.412,-0.00207717,2954.804,13.675,577.683,38.162,-0.00651378,34.632,84.201,-0.09924616,1.25E+13,1.58E+12,7.06E+22,28.183,240.660339,3.782,37.381,0
377,11158,6.6,2011.02.12 17:38,5.88E+21,110.985,-0.00070334,4376.574,38.869,537.13,72.481,-0.00248087,55.626,107.425,0.09912285,1.35E+13,6.27E+11,7.17E+22,43.032,302.56897,3.473,8.679,0
377,11158,2.2,2011.02.13 17:26,1.92E+22,100.257,0.02140509,12845.72,56.699,2668.096,76.038,0.0513801,60.932,106.868,0.02259646,4.84E+13,1.99E+13,5.85E+23,51.433,837.608398,4.803,733.488,0
384,11161,1.1,2011.02.15 07:44,1.25E+22,105.688,-0.00725763,3359.431,16.475,930.09,52.487,-0.02060507,37.947,110.123,-0.19215311,1.91E+13,4.95E+12,8.87E+22,30.458,356.131836,4.172,144.231,0
377,11158,1.6,2011.02.15 14:25,2.70E+22,88.872,0.02112242,13340.8,58.246,3094.431,63.498,0.05024914,59.021,95.08,0.15063411,5.72E+13,2.96E+13,8.40E+23,51.777,1096.292847,4.861,1001.287,0
377,11158,6.6,2011.02.17 10:11,3.28E+22,97.913,0.01707984,9756.794,39.6,3144.613,59.744,0.03685337,49.241,106.698,-0.02130954,5.89E+13,2.97E+13,6.56E+23,42.407,1103.533447,4.972,864.753,0
384,11162,1,2011.02.17 10:26,1.59E+22,103.022,-0.00599469,7661.929,40.097,1347.631,60.568,-0.01635998,51.026,102.559,0.3575871,3.04E+13,5.27E+12,2.92E+23,42.447,720.135925,4.018,172.114,0
377,11158,1.4,2011.02.17 13:03,3.39E+22,97.73,0.01374201,9806.895,37.902,3242.983,58.983,0.02949237,48.289,106.016,-0.01971286,5.83E+13,2.65E+13,6.73E+23,41.47,1120.770874,5.027,709.995,0
384,11162,1,2011.02.17 14:08,1.51E+22,105.086,-0.00732057,8015.242,40.561,1318.121,61.592,-0.01967902,51.012,105.885,0.28574729,3.10E+13,3.98E+12,2.89E+23,42.652,707.713928,4.055,198.585,0
384,11162,1.3,2011.02.17 21:04,1.65E+22,101.4,-0.00434301,6761.104,42.429,1366.395,58.952,-0.01306095,52.595,101.097,0.3663176,3.43E+13,6.07E+12,2.90E+23,43.585,744.285461,3.665,140.218,0
393,11164,1.1,2011.02.27 12:52,2.63E+22,74.079,0.01285954,4375.255,14.828,1615.747,39.517,0.03724542,34.211,79.357,-0.14262953,3.18E+13,2.51E+13,2.35E+23,28.223,597.53949,4.415,519.988,0
393,11164,1.2,2011.03.06 05:13,5.69E+22,98.303,0.00868506,10587.03,35.976,4703.476,56.248,0.01869764,45.776,106.762,-0.03036223,9.40E+13,5.24E+13,1.20E+24,39.902,2068.188965,5.008,738.994,0
394,11165,1.5,2011.03.06 07:54,3.13E+22,94.326,-0.00629544,4796.396,22.027,2233.181,50.48,-0.01613283,39.517,101.714,-0.14272751,4.34E+13,8.74E+12,3.04E+23,32.082,918.823975,4.561,300.072,0
393,11164,1.4,2011.03.06 08:07,6.02E+22,90.891,0.00688796,9753.147,33.616,4557.743,51.01,0.01607103,44.401,99.685,0.01943416,9.35E+13,4.08E+13,1.21E+24,38.766,2116.946533,5.103,642.391,0
393,11164,1.8,2011.03.06 09:20,5.69E+22,94.973,0.00722766,10619.32,35.247,4427.353,54.153,0.01563461,45.159,104.498,-0.01012612,8.87E+13,3.97E+13,1.19E+24,39.433,2114.205078,5.062,609.118,0
394,11165,1.5,2011.03.06 21:50,4.59E+22,83.29,0.00062341,5916.656,25.383,3219.611,46.979,0.0015206,41.002,95.012,-0.04423099,6.01E+13,1.58E+12,5.41E+23,34.101,1281.49707,4.606,42.921,0
394,11165,1.3,2011.03.07 02:29,4.83E+22,80.115,0.00764372,6828.985,24.536,3453.203,46.953,0.0174632,40.971,93.458,-0.00538741,5.93E+13,1.85E+13,6.30E+23,33.733,1376.02832,4.694,531.269,0
401,11166,1.7,2011.03.08 11:07,3.06E+22,89.44,0.00157765,11422.21,57.533,3005.14,64.335,0.00415461,60.074,93.768,0.22119564,6.62E+13,6.70E+12,8.87E+23,51.867,1343.021606,4.849,92.229,0
401,11166,1.7,2011.03.08 14:02,3.09E+22,91.372,0.00092458,11800.67,57.424,3172.895,65.717,0.00237287,59.899,96.93,0.2103733,6.97E+13,6.34E+12,9.11E+23,51.932,1364.176392,4.933,53.732,0
401,11166,15,2011.03.08 23:23,3.17E+22,100.747,-0.00362037,13918.64,55.653,3189.417,70.714,-0.00787461,58.445,106.981,0.35062268,6.84E+13,1.21E+13,9.73E+23,50.523,1401.875,4.867,190.598,0
401,11166,1.3,2011.03.11 04:43,4.00E+22,95.814,0.00150913,12964.11,51.587,3642.808,63.133,0.00324813,54.706,103.599,0.14780775,7.42E+13,4.88E+12,1.09E+24,48.308,1596.190918,4.931,95.872,0
407,11169,4.2,2011.03.13 19:52,2.47E+22,103.061,-0.01777749,7538.316,28.757,1980.134,53.401,-0.04546132,43.111,107.457,-0.07319506,3.95E+13,2.87E+13,3.96E+23,36.394,916.404297,4.557,703.846,0
407,11169,1,2011.03.14 00:22,2.56E+22,96.948,-0.01693883,7390.57,24.387,1990.28,49.8,-0.04423522,40.576,102.646,0.06108308,3.83E+13,2.89E+13,4.03E+23,33.67,865.086426,4.405,695.83,0
437,11176,1,2011.03.24 23:22,5.77E+22,89.416,0.00371556,5568.178,23.805,3452.234,43.194,0.01080907,40.124,94.062,0.10441735,7.78E+13,5.83E+12,7.14E+23,33.562,1498.546875,4.56,358.868,0
495,11190,1.3,2011.04.14 17:12,2.73E+22,117.301,-0.00773852,6595.277,35.361,2967.823,70.094,-0.02311371,49.518,122.064,0.08258814,6.28E+13,1.35E+13,4.28E+23,40.375,1565.772339,4.772,377.942,0
514,11195,1.8,2011.04.21 04:57,4.98E+22,90.448,0.00477382,3582.813,15.418,2875.398,41.955,0.01417028,34.978,96.217,0.16145888,6.00E+13,1.75E+13,3.70E+23,28.668,1319.255005,4.389,370.888,0
514,11195,1.2,2011.04.21 15:53,5.59E+22,86.749,0.00435001,2947.845,15.919,3216.335,40.583,0.01539075,36.36,89.354,0.08593605,7.29E+13,1.99E+13,3.82E+23,28.888,1467.906982,4.496,424.226,0
746,11260,1.1,2011.07.26 16:07,1.59E+22,100.669,0.01212055,4893.722,19.745,1443.984,52.124,0.03281908,37.753,108.03,-0.18867645,2.67E+13,1.32E+13,1.60E+23,32.229,473.508453,4.376,298.02,0
750,11261,9.3,2011.07.29 02:09,2.55E+22,90.047,0.00199996,7013.594,31.07,1844.63,49.865,0.00526799,44.011,96.581,0.08466963,3.93E+13,1.88E+12,3.82E+23,37.978,786.619995,4.51,81.96,0
750,11261,1.4,2011.08.01 06:19,2.49E+22,104.787,-0.00050631,10128.16,44.963,3392.425,70.526,-0.0014893,55.596,110.51,0.17412351,6.72E+13,4.51E+12,6.42E+23,45.475,1322.17334,4.878,24.168,0
750,11261,1.1,2011.08.02 03:37,2.18E+22,107.368,0.02855355,11703.25,46.42,2900.207,73.892,0.07473892,55.675,113.341,0.08022054,5.10E+13,4.32E+13,5.97E+23,45.406,1281.524658,4.735,1096.799,0
753,11263,1.7,2011.08.02 04:32,2.93E+22,80.624,0.0159645,19419.41,61.718,2562.688,58.397,0.02722074,61.079,89.9,0.04043592,5.20E+13,2.76E+13,1.18E+24,53.844,1080.530151,4.794,731.796,0
753,11263,2.5,2011.08.08 03:54,3.91E+22,80.435,0.01496147,9891.792,36.032,2659.471,46.868,0.03267059,46.34,87.03,0.02582807,5.23E+13,3.72E+13,7.73E+23,40.931,1135.402588,4.523,880.812,0
753,11263,69,2011.08.08 08:05,3.95E+22,73.5,0.01312117,8937.883,34.063,2367.658,41.913,0.03123316,45.356,78.737,0.02875213,4.69E+13,3.57E+13,7.37E+23,39.751,1098.364502,4.516,814.116,0
814,11286,3.2,2011.09.03 11:45,2.06E+22,102.797,-0.00189855,3671.224,17.868,1176.327,46.348,-0.00679072,37.971,101.325,0.06207413,2.93E+13,1.25E+12,1.83E+23,30.839,781.244934,3.756,71.275,0
814,11286,1.6,2011.09.04 04:28,2.07E+22,101.402,-0.0031972,3939.139,13.443,1117.03,43.042,-0.009571,33.725,101.014,-0.11911713,2.50E+13,3.44E+12,1.73E+23,27.852,632.887329,3.821,105.677,0
814,11286,1.2,2011.09.04 07:58,2.15E+22,93.702,-0.00254674,3671.054,12.547,1114.672,38.316,-0.00808947,32.772,94.042,-0.05568312,2.50E+13,2.27E+12,1.71E+23,27.071,594.340637,3.799,89.406,0
833,11283,5.3,2011.09.05 01:50,2.28E+22,108.265,-0.00133106,6525.299,40.003,2081.375,65.939,-0.00451624,52.226,108.206,0.31615111,4.78E+13,7.50E+12,3.84E+23,42.319,1444.330688,4.18,59.021,0
833,11283,21,2011.09.05 22:20,1.96E+22,104.029,0.00484456,7019.133,42.096,1884.057,65.792,0.01690842,54.395,104.314,0.25686935,4.33E+13,9.36E+12,3.71E+23,43.832,1386.162476,4.405,192.906,0
833,11283,1.2,2011.09.08 12:49,2.20E+22,99.927,0.00606686,5679.175,29.497,1664.149,50.044,0.02193646,43.765,102.167,0.11545154,4.28E+13,8.72E+12,3.23E+23,37.363,1020.22345,4.503,259.746,0
833,11283,1.1,2011.09.09 07:40,3.02E+22,96.219,0.005609,5685.796,21.943,2206.992,46.24,0.01701169,38.583,102.805,0.02357626,4.87E+13,1.47E+13,3.82E+23,33.773,1045.84436,4.523,284.068,0
856,11295,1.6,2011.09.22 01:59,5.69E+22,98.471,0.00347017,4825.076,23.67,3885.448,47.272,0.0110656,39.452,101.944,0.03288315,9.03E+13,1.51E+13,6.32E+23,34.266,2043.726807,4.561,342.169,0
856,11295,1.6,2011.09.22 22:15,6.41E+22,88.422,0.00386386,4961.141,18.706,3757.103,41.282,0.01105863,36.232,93.436,-0.04200354,7.97E+13,1.31E+13,6.67E+23,31.293,1842.943848,4.664,391.316,0
892,11302,7.1,2011.09.23 13:20,6.36E+22,64.757,-0.00863482,13003.35,37.865,4633.63,42.457,-0.01615668,46.889,77.488,0.00992998,7.45E+13,2.03E+13,1.53E+24,41.395,1952.906494,4.734,767.471,0
856,11295,1.7,2011.09.23 16:59,7.04E+22,74.63,0.00125951,6479.476,20.853,3744.352,36.827,0.00309235,36.52,82.261,-0.0599687,6.75E+13,9.19E+12,8.71E+23,30.632,1898.400269,4.643,127.421,0
892,11302,3.1,2011.09.23 17:25,6.42E+22,69.786,-0.00567599,13657.85,38.494,4981.326,45.895,-0.00993897,46.93,81.922,0.07621145,8.06E+13,7.39E+12,1.59E+24,41.732,1944.554321,4.821,497.041,0
892,11302,3,2011.09.23 19:21,6.42E+22,70.763,-0.00547463,13972.19,39.541,5176.428,46.256,-0.00951464,47.66,82.81,0.09937092,8.11E+13,7.33E+12,1.65E+24,41.858,1929.158325,4.879,486.656,0
892,11302,5.8,2011.09.23 20:36,6.11E+22,73.03,-0.00994061,16451.81,42.032,4938.852,48.648,-0.0171051,48.596,86.24,0.05651997,8.09E+13,1.35E+13,1.83E+24,43.14,1931.594238,4.877,830.946,0
892,11302,4.4,2011.09.24 02:33,6.33E+22,75.753,-0.01156281,16342.98,41.631,5322.797,49.084,-0.01970278,48.822,89.884,0.08630764,8.86E+13,2.03E+13,1.90E+24,42.922,1947.435059,4.898,1011.503,0
892,11302,7.4,2011.09.24 04:50,5.99E+22,78.623,-0.01181853,17541.26,41.665,5291.53,51.398,-0.01929872,48.766,93.238,0.04959757,8.59E+13,2.19E+13,1.87E+24,42.986,1942.631958,4.945,947.219,0
892,11302,3.1,2011.09.24 08:49,5.62E+22,77.44,-0.0043581,17942.22,44.161,5283.075,51.712,-0.00744126,50.116,93.249,0.05512072,8.58E+13,6.00E+12,1.83E+24,44.195,1899.690552,4.921,334.602,0
892,11302,3.7,2011.09.24 15:33,5.47E+22,76.019,-0.00488012,17483.81,45.848,5109.388,50.774,-0.0088384,50.895,91.137,0.03607413,8.62E+13,1.09E+13,1.81E+24,45.381,1908.942871,4.971,380.747,0
899,11303,2.2,2011.09.24 16:58,7.93E+21,90.834,-0.00824956,5320.33,23.41,604.139,50.645,-0.02026665,42.93,103.652,-0.20951498,1.16E+13,1.39E+12,8.64E+22,33.423,118.25827,3.57,100.884,0
